rank	lemma	PoS	freq	perMil	%caps	%allC	range	disp	blog	web	TVM	spok	fic	mag	news	acad	blogPM	webPM	TVMPM	spokPM	ficPM	magPM	newsPM	acadPM
489	receive	v	196239	197.62	0.01	0.00	100721	0.96	27529	37041	6861	13464	9387	26877	33299	41781	221.55	288.00	53.57	106.74	79.33	213.16	273.52	348.78
490	value	n	195639	197.01	0.04	0.00	70986	0.93	30048	37008	3650	11718	3858	25115	20213	64029	241.83	287.75	28.50	92.90	32.61	199.18	166.03	534.51
491	base	v	195474	196.85	0.08	0.00	96585	0.94	35132	34613	5453	15072	3222	22648	24363	54971	282.74	269.12	42.58	119.49	27.23	179.62	200.12	458.89
492	pick	v	195443	196.82	0.06	0.01	101557	0.98	22614	20062	36233	23435	40793	23773	24041	4492	182.00	155.99	282.91	185.79	344.76	188.54	197.48	37.50
493	phone	n	194941	196.31	0.05	0.01	70758	0.98	24265	22589	35587	27692	36622	22764	20247	5175	195.29	175.64	277.86	219.54	309.51	180.54	166.31	43.20
494	thanks	n	194839	196.21	0.61	0.01	79910	0.95	29506	20024	73276	43225	12003	8789	5420	2596	237.47	155.69	572.14	342.69	101.44	69.70	44.52	21.67
495	event	n	194748	196.12	0.04	0.01	88946	0.96	31874	35306	6839	17866	9293	25510	32496	35564	256.52	274.51	53.40	141.64	78.54	202.31	266.93	296.89
496	drive	v	194360	195.73	0.05	0.01	95630	0.98	22778	21659	28727	19614	36991	26214	27372	11005	183.32	168.40	224.30	155.50	312.63	207.90	224.84	91.87
497	strong	j	193876	195.24	0.03	0.00	106278	0.98	25153	26135	16651	25197	17336	27507	26253	29644	202.43	203.21	130.01	199.76	146.52	218.15	215.64	247.47
498	reach	v	193684	195.04	0.02	0.00	106103	0.96	19643	22808	11656	16472	47807	28807	26044	20447	158.09	177.34	91.01	130.59	404.04	228.46	213.93	170.69
499	remain	v	193577	194.94	0.01	0.00	108549	0.96	21342	26350	7398	14304	18264	32330	33991	39598	171.76	204.88	57.76	113.40	154.36	256.40	279.21	330.56
500	explain	v	193276	194.63	0.03	0.00	101360	0.98	26377	27547	17275	17572	22632	32049	16645	33179	212.28	214.18	134.88	139.31	191.27	254.17	136.72	276.98
501	site	n	193251	194.61	0.04	0.01	71087	0.95	40523	36524	4509	15185	5126	30061	27496	33827	326.13	283.98	35.21	120.39	43.32	238.41	225.85	282.38
502	hit	v	192969	194.32	0.05	0.01	94643	0.98	23216	20565	34796	25233	25446	27299	33142	3273	186.84	159.90	271.69	200.05	215.06	216.50	272.23	27.32
503	pull	v	192457	193.81	0.06	0.01	89134	0.94	16207	16319	29177	18229	69571	21574	17290	4090	130.43	126.88	227.81	144.52	587.98	171.10	142.02	34.14
504	church	n	191872	193.22	0.33	0.01	42901	0.96	27823	30191	9806	15624	15253	35041	30307	27827	223.92	234.74	76.56	123.87	128.91	277.90	248.94	232.30
505	model	n	191448	192.79	0.08	0.01	59228	0.91	22594	23705	5261	7797	4854	31040	14788	81409	181.84	184.31	41.08	61.81	41.02	246.17	121.47	679.60
506	perhaps	r	191398	192.74	0.33	0.00	97379	0.98	29282	25817	13973	21430	30779	25199	18079	26839	235.66	200.73	109.10	169.90	260.13	199.85	148.50	224.05
507	relationship	n	191344	192.69	0.02	0.00	72863	0.94	23601	25911	12308	21407	6489	24549	15385	61694	189.94	201.46	96.10	169.71	54.84	194.69	126.37	515.02
508	six	m	191200	192.54	0.12	0.01	109202	0.98	13837	17413	23489	26411	22509	31523	37567	18451	111.36	135.39	183.40	209.39	190.23	250.00	308.58	154.03
509	fine	j	190779	192.12	0.17	0.01	85266	0.97	17112	15752	77163	14820	27714	18035	13954	6229	137.72	122.48	602.49	117.49	234.23	143.03	114.62	52.00
510	movie	n	190773	192.11	0.05	0.01	57204	0.97	31147	30736	23475	32887	13260	25733	29149	4386	250.67	238.98	183.29	260.73	112.07	204.08	239.43	36.61
511	field	n	190489	191.83	0.07	0.01	82754	0.97	22422	26468	11383	12199	19414	28907	32079	37617	180.45	205.80	88.88	96.71	164.08	229.25	263.50	314.02
512	raise	v	190353	191.69	0.03	0.00	101400	0.98	23218	24524	11139	29140	26122	26711	31272	18227	186.86	190.68	86.97	231.02	220.77	211.84	256.87	152.16
513	less	r	190003	191.34	0.02	0.00	102498	0.96	29694	31736	7448	13705	15114	32942	21253	38111	238.98	246.76	58.15	108.65	127.74	261.26	174.57	318.15
514	player	n	189280	190.61	0.07	0.01	56431	0.92	29514	25806	7241	12629	5679	29173	69211	10027	237.53	200.65	56.54	100.12	48.00	231.36	568.51	83.70
515	couple	n	189272	190.60	0.03	0.01	96022	0.98	25643	20806	29267	35497	24719	24640	22725	5975	206.38	161.77	228.52	281.42	208.91	195.41	186.67	49.88
516	million	m	188521	189.85	0.02	0.00	59306	0.85	0	0	0	35492	6235	47839	79981	19057	0.00	0.00	0.00	281.38	52.70	379.40	656.97	159.09
517	themselves	p	188414	189.74	0.00	0.00	99649	0.97	30311	31363	7043	21072	17531	26289	20515	34290	243.94	243.86	54.99	167.06	148.16	208.49	168.51	286.25
518	record	n	187057	188.37	0.09	0.01	82150	0.96	22675	28204	16346	26013	8176	23922	45113	16608	182.49	219.29	127.63	206.23	69.10	189.72	370.56	138.64
519	especially	r	186130	187.38	0.09	0.00	109572	0.97	33063	28963	9353	19345	13450	27621	21369	32913	266.09	225.19	73.03	153.37	113.67	219.06	175.53	274.75
520	difference	n	185310	186.61	0.02	0.00	82363	0.94	25958	25744	9593	20608	7724	17804	13898	63981	208.91	200.17	74.90	163.38	65.28	141.20	114.16	534.11
521	light	n	185287	186.59	0.08	0.01	77051	0.95	17057	20935	20485	10114	59188	30390	15099	12019	137.28	162.77	159.95	80.18	500.23	241.02	124.02	100.33
522	development	n	185238	186.54	0.13	0.00	67476	0.91	20186	24628	1737	9344	2201	21280	24913	80949	162.46	191.49	13.56	74.08	18.60	168.77	204.64	675.76
523	federal	j	185144	186.44	0.25	0.00	60851	0.94	23275	29866	4255	29056	2021	23283	46608	26780	187.32	232.22	33.22	230.36	17.08	184.65	382.84	223.56
524	former	d	185057	186.36	0.08	0.01	94900	0.94	16172	21677	3129	36028	5436	28129	58514	15972	130.15	168.54	24.43	285.63	45.94	223.08	480.64	133.33
525	role	n	184483	185.78	0.02	0.00	83178	0.94	20569	23598	3927	19612	4465	24936	25545	61831	165.54	183.48	30.66	155.48	37.74	197.76	209.83	516.16
526	pretty	r	183711	185.00	0.07	0.01	92183	0.97	36826	25215	39505	36911	16138	13804	13479	1833	296.38	196.05	308.45	292.63	136.39	109.48	110.72	15.30
527	myself	p	183232	184.52	0.01	0.01	79612	0.97	30548	24199	39322	17712	40108	16557	9543	5246	245.85	188.15	307.02	140.42	338.97	131.31	78.39	43.79
528	view	n	182417	183.70	0.07	0.02	85003	0.96	27812	30675	4917	23223	12896	25690	20136	37068	223.83	238.51	38.39	184.11	108.99	203.74	165.40	309.44
529	price	n	181918	183.20	0.06	0.01	63203	0.95	32694	26232	6584	18735	5748	34063	36900	20962	263.12	203.96	51.41	148.53	48.58	270.15	303.10	174.99
530	effort	n	181751	183.03	0.01	0.00	94766	0.95	24624	25666	3650	19471	9022	24774	31266	43278	198.18	199.56	28.50	154.37	76.25	196.48	256.82	361.28
531	nice	j	181568	182.84	0.20	0.02	77109	0.96	23045	17228	72596	25425	21475	10458	9407	1934	185.47	133.95	566.83	201.57	181.50	82.94	77.27	16.14
532	quite	r	181432	182.71	0.05	0.00	97539	0.98	32594	27694	20375	30997	24352	17794	12292	15334	262.32	215.33	159.09	245.74	205.81	141.12	100.97	128.01
533	along	i	181372	182.65	0.07	0.00	106527	0.97	22607	23782	6903	16451	30878	31118	27992	21641	181.94	184.91	53.90	130.42	260.97	246.79	229.93	180.66
534	voice	n	181328	182.60	0.08	0.03	69628	0.92	13373	18440	13844	15955	75501	15761	14023	14431	107.63	143.38	108.09	126.49	638.10	125.00	115.19	120.47
535	finally	r	181233	182.51	0.30	0.01	101837	0.98	20720	21716	18370	21771	37103	23757	15214	22582	166.76	168.85	143.43	172.60	313.58	188.41	124.97	188.51
536	department	n	181181	182.45	0.62	0.01	76792	0.95	16260	23789	7841	26451	6638	22719	45432	32051	130.86	184.97	61.22	209.70	56.10	180.18	373.18	267.56
537	either	r	181133	182.41	0.05	0.00	104649	0.98	32274	31028	19139	19787	19616	19239	14443	25607	259.74	241.25	149.44	156.87	165.78	152.58	118.64	213.76
538	toward	i	180784	182.05	0.02	0.00	83958	0.93	11471	14150	2715	8921	59158	27180	20587	36602	92.32	110.02	21.20	70.73	499.97	215.56	169.10	305.55
539	leader	n	180573	181.84	0.08	0.01	76293	0.95	21125	23015	6373	32764	5388	22648	40489	28771	170.02	178.95	49.76	259.75	45.54	179.62	332.58	240.18
540	because	i	178859	180.12	0.12	0.00	105537	0.97	27250	25925	12429	26405	10596	19728	29150	27376	219.31	201.57	97.05	209.34	89.55	156.46	239.44	228.53
541	photo	n	177976	179.23	0.51	0.35	62039	0.91	23486	18956	7612	9368	9405	59215	26631	23303	189.02	147.39	59.43	74.27	79.49	469.62	218.75	194.53
542	wear	v	177786	179.04	0.03	0.01	78731	0.96	16986	14548	28309	16567	49779	26092	18219	7285	136.70	113.11	221.04	131.34	420.71	206.93	149.65	60.81
543	space	n	177126	178.37	0.11	0.01	68915	0.97	22351	25166	11820	12061	21119	33308	23505	27796	179.88	195.67	92.29	95.62	178.49	264.16	193.07	232.04
544	project	n	177076	178.32	0.13	0.01	68142	0.95	27712	25139	6460	9865	6448	25938	33467	42047	223.03	195.46	50.44	78.21	54.50	205.71	274.90	351.00
545	return	v	176787	178.03	0.04	0.00	96145	0.97	16470	24011	13816	14549	33716	24700	32460	17065	132.55	186.69	107.87	115.34	284.95	195.89	266.63	142.46
546	position	n	176578	177.82	0.01	0.00	84422	0.97	26865	27301	10021	21659	11175	23039	22755	33763	216.21	212.27	78.24	171.71	94.45	182.72	186.91	281.85
547	special	j	176515	177.76	0.15	0.02	92813	0.98	18293	22824	20272	25287	11713	22098	25959	30069	147.22	177.46	158.28	200.47	98.99	175.25	213.23	251.01
548	million	n	175586	176.82	0.03	0.01	63441	0.90	42313	44621	19390	14896	2268	20259	27345	4494	340.54	346.94	151.40	118.10	19.17	160.67	224.61	37.52
549	film	n	175442	176.67	0.07	0.01	42777	0.96	27978	32514	10851	21114	6714	26582	32544	17145	225.17	252.80	84.72	167.39	56.74	210.82	267.32	143.12
550	need	n	175440	176.67	0.02	0.00	89474	0.95	26911	26748	11600	10594	10625	21556	17260	50146	216.58	207.97	90.57	83.99	89.80	170.96	141.78	418.61
551	major	j	175432	176.66	0.02	0.00	96796	0.96	22419	23693	6044	21734	4557	28509	33155	35321	180.43	184.22	47.19	172.31	38.51	226.10	272.34	294.86
552	type	n	173975	175.20	0.06	0.01	81774	0.95	26929	31654	8704	13971	6984	24176	12842	48715	216.73	246.12	67.96	110.76	59.03	191.73	105.49	406.67
553	town	n	173905	175.13	0.07	0.01	73680	0.98	15413	15313	26365	21265	31370	22503	30009	11667	124.04	119.06	205.86	168.59	265.12	178.47	246.50	97.40
554	article	n	173819	175.04	0.10	0.01	66892	0.93	42640	41357	3158	6261	5789	18229	13288	43097	343.17	321.56	24.66	49.64	48.93	144.57	109.15	359.77
555	road	n	173413	174.63	0.20	0.01	74747	0.97	17888	20072	15088	16510	31742	24806	38279	9028	143.96	156.06	117.81	130.89	268.27	196.73	314.43	75.36
556	form	n	173161	174.38	0.03	0.00	79260	0.94	22804	32435	6283	9100	10596	25816	13745	52382	183.53	252.19	49.06	72.14	89.55	204.74	112.90	437.28
557	chance	n	172820	174.03	0.02	0.01	100005	0.99	25859	22185	31606	23177	18069	20635	22940	8349	208.11	172.49	246.78	183.75	152.71	163.65	188.43	69.70
558	drug	n	172756	173.97	0.09	0.01	46130	0.95	16209	18986	15461	30080	6583	27944	29985	27508	130.45	147.62	120.72	238.47	55.64	221.62	246.30	229.63
559	economic	j	172153	173.36	0.09	0.00	54120	0.92	22982	23905	829	19953	1044	20258	25415	57767	184.96	185.87	6.47	158.19	8.82	160.66	208.76	482.23
560	situation	n	171026	172.23	0.02	0.01	85461	0.97	28167	25728	12139	32637	9492	15986	17029	29848	226.69	200.04	94.78	258.75	80.22	126.78	139.88	249.17
561	choose	v	170716	171.92	0.05	0.01	93806	0.97	31589	30086	13369	14596	14142	25303	18022	23609	254.23	233.93	104.38	115.72	119.52	200.67	148.03	197.09
562	practice	n	170654	171.85	0.06	0.01	68579	0.91	18894	22576	6293	7043	6210	19234	20383	70021	152.06	175.53	49.14	55.84	52.48	152.54	167.43	584.53
563	cause	v	170629	171.83	0.05	0.00	88913	0.97	26893	31420	15626	16332	11852	27487	17131	23888	216.44	244.30	122.01	129.48	100.17	217.99	140.72	199.41
564	happy	j	170573	171.77	0.12	0.01	83484	0.98	25144	21115	43288	24760	22892	16150	13368	3856	202.36	164.17	337.99	196.30	193.47	128.08	109.81	32.19
565	science	n	170488	171.69	0.30	0.02	55080	0.94	27349	29354	6443	11676	5757	24970	16799	48140	220.11	228.23	50.31	92.57	48.66	198.03	137.99	401.87
566	join	v	170302	171.50	0.09	0.01	95302	0.95	16190	17397	14645	53457	15868	18926	23240	10579	130.30	135.27	114.35	423.81	134.11	150.10	190.90	88.31
567	teach	v	169673	170.87	0.06	0.01	71917	0.96	22091	22529	17566	12934	15322	19430	17717	42084	177.79	175.17	137.15	102.54	129.49	154.09	145.53	351.31
568	early	r	169653	170.85	0.12	0.01	106951	0.97	19677	20442	11295	27168	16953	25424	29771	18923	158.36	158.94	88.19	215.39	143.28	201.63	244.54	157.97
569	develop	v	168894	170.08	0.02	0.00	81169	0.93	18757	23337	3915	10471	4578	29338	18375	60123	150.96	181.45	30.57	83.01	38.69	232.67	150.93	501.90
570	share	v	168892	170.08	0.08	0.00	95852	0.96	36064	30739	11341	13524	12829	24293	17873	22229	290.24	239.00	88.55	107.22	108.42	192.66	146.81	185.57
571	yourself	p	168841	170.03	0.02	0.01	77132	0.97	28200	24855	52478	17761	18279	18314	6296	2658	226.96	193.25	409.75	140.81	154.49	145.24	51.72	22.19
572	carry	v	168820	170.01	0.02	0.00	92824	0.98	18128	22221	13268	15795	31365	25654	23248	19141	145.90	172.77	103.60	125.22	265.08	203.46	190.96	159.79
573	clear	j	168587	169.77	0.03	0.00	96846	0.98	23861	24419	14769	23640	17641	21327	18103	24827	192.03	189.86	115.32	187.42	149.09	169.14	148.70	207.25
574	brother	n	167417	168.59	0.14	0.01	61723	0.98	12477	16457	42457	17912	33594	17617	19986	6917	100.42	127.96	331.50	142.01	283.92	139.72	164.17	57.74
575	matter	n	167351	168.53	0.03	0.01	89711	0.98	22077	25054	19059	20613	18423	22160	15844	24121	177.68	194.80	148.81	163.42	155.70	175.75	130.14	201.36
576	dead	j	167302	168.48	0.09	0.01	67652	0.97	13095	15824	53078	15314	38083	13590	11629	6689	105.39	123.04	414.43	121.41	321.86	107.78	95.52	55.84
577	image	n	167053	168.23	0.13	0.02	63665	0.95	21015	26892	4771	9984	14305	33352	17175	39559	169.13	209.09	37.25	79.15	120.90	264.51	141.08	330.23
578	star	n	167036	168.21	0.26	0.03	65798	0.96	16539	19916	15997	16545	16988	41468	30180	9403	133.11	154.85	124.90	131.17	143.57	328.87	247.90	78.50
579	cost	n	166775	167.95	0.03	0.00	62407	0.95	30851	27900	2503	13443	2709	26807	29264	33298	248.29	216.93	19.54	106.58	22.90	212.60	240.38	277.97
580	simply	r	166556	167.73	0.04	0.00	92280	0.96	36505	30689	5366	18021	14570	24888	14950	21567	293.79	238.61	41.90	142.87	123.14	197.38	122.80	180.04
581	post	n	166265	167.43	0.26	0.01	68429	0.91	65762	39028	3422	11004	5614	14015	20779	6641	529.26	303.45	26.72	87.24	47.45	111.15	170.68	55.44
582	society	n	165769	166.93	0.22	0.01	61903	0.94	25055	26028	4427	13297	4795	22506	17364	52297	201.64	202.37	34.57	105.42	40.52	178.49	142.63	436.57
583	picture	n	165703	166.87	0.06	0.01	77203	0.98	22553	19907	22220	27581	21828	20753	15475	15386	181.51	154.78	173.49	218.66	184.48	164.59	127.11	128.44
584	piece	n	165538	166.70	0.02	0.01	85650	0.98	21946	20300	21451	19980	23106	28601	18146	12008	176.62	157.84	167.49	158.40	195.28	226.83	149.05	100.24
585	paper	n	165070	166.23	0.06	0.01	71038	0.97	18406	21460	14912	11621	29897	24790	16854	27130	148.13	166.86	116.43	92.13	252.67	196.60	138.44	226.48
586	energy	n	164622	165.78	0.13	0.01	54682	0.95	33402	26985	7592	12378	7329	30630	19094	27212	268.82	209.82	59.28	98.13	61.94	242.92	156.84	227.16
587	personal	j	164270	165.42	0.05	0.01	85886	0.97	27126	26104	11796	16975	8882	22221	19354	31812	218.31	202.97	92.10	134.58	75.07	176.23	158.98	265.56
588	building	n	164119	165.27	0.09	0.01	69998	0.97	17684	17699	12841	16448	25155	22288	34511	17493	142.32	137.61	100.26	130.40	212.60	176.76	283.48	146.03
589	military	j	163555	164.70	0.06	0.00	47003	0.94	17792	22003	5258	33334	4885	19095	26868	34320	143.19	171.08	41.05	264.27	41.29	151.44	220.70	286.50
590	open	j	163231	154.37	0.13	0.01	84136	0.98	19816	19103	12478	12717	29529	20536	24442	14670	159.48	148.53	97.43	100.82	249.56	162.87	200.77	122.46
591	doctor	n	163129	164.28	0.19	0.01	51638	0.98	15633	17171	31849	26211	22198	25343	18667	6057	125.82	133.51	248.68	207.80	187.61	200.99	153.33	50.56
592	activity	n	162943	164.09	0.04	0.00	62778	0.91	16061	23368	3519	8483	4177	19841	14917	72577	129.26	181.69	27.48	67.25	35.30	157.35	122.53	605.87
593	exactly	r	162663	163.81	0.15	0.01	88195	0.97	24268	19238	34916	37470	19491	13192	8492	5596	195.31	149.58	272.62	297.06	164.73	104.62	69.75	46.71
594	american	n	162614	163.76	0.97	0.00	63258	0.95	25945	26877	4117	34453	3739	23789	24553	19141	208.81	208.98	32.15	273.14	31.60	188.67	201.68	159.79
595	media	n	162177	163.32	0.11	0.01	63585	0.95	35188	30313	3798	26014	2366	20016	23745	20737	283.19	235.69	29.65	206.24	20.00	158.74	195.04	173.11
596	miss	v	162066	163.20	0.06	0.02	85296	0.99	21876	17977	44062	16181	22553	14459	19136	5822	176.06	139.78	344.03	128.28	190.61	114.67	157.18	48.60
597	evidence	n	162050	163.19	0.04	0.00	62768	0.96	22001	23144	12519	28107	5883	17626	15680	37090	177.07	179.95	97.75	222.83	49.72	139.79	128.80	309.62
598	product	n	161999	163.14	0.05	0.01	61151	0.95	31388	25919	3332	11401	2654	35689	21966	29650	252.61	201.53	26.02	90.39	22.43	283.04	180.43	247.52
599	realize	v	161762	162.90	0.01	0.00	90514	0.98	26881	24259	18412	17175	30351	18943	14071	11670	216.34	188.62	143.76	136.16	256.51	150.23	115.58	97.42
600	save	v	161469	162.60	0.09	0.01	82098	0.99	23350	24073	35347	16391	16879	21357	17167	6905	187.92	187.17	275.99	129.95	142.65	169.38	141.01	57.64
601	arm	n	161185	162.32	0.04	0.01	64190	0.92	9507	14268	14106	11129	69164	20508	13103	9400	76.51	110.94	110.14	88.23	584.54	162.64	107.63	78.47
602	technology	n	160819	161.95	0.15	0.01	53813	0.94	22238	23054	4261	11199	2984	31714	20207	45162	178.97	179.25	33.27	88.79	25.22	251.52	165.98	377.01
603	catch	v	160594	161.72	0.04	0.01	86139	0.97	15635	15367	27698	15882	41617	19286	18710	6399	125.83	119.48	216.26	125.91	351.73	152.95	153.69	53.42
604	comment	n	160451	161.58	0.11	0.01	68163	0.90	62267	41821	2545	12445	3634	10308	15716	11715	501.13	325.17	19.87	98.66	30.71	81.75	129.09	97.80
605	look	n	160145	161.27	0.07	0.01	85960	0.97	16584	14719	28755	31702	34375	17886	12131	3993	133.47	114.44	224.52	251.33	290.52	141.85	99.65	33.33
606	term	n	160014	161.14	0.03	0.00	76947	0.95	28685	32300	4761	16420	5782	18392	17053	36621	230.86	251.14	37.17	130.18	48.87	145.86	140.07	305.71
607	color	n	160011	161.14	0.27	0.22	58793	0.91	15176	16007	7927	7899	18271	59647	12729	22355	122.14	124.46	61.89	62.62	154.42	473.05	104.56	186.62
608	cover	v	159606	160.73	0.05	0.00	89143	0.98	18851	20972	13874	18699	22963	28559	22449	13239	151.71	163.06	108.33	148.25	194.07	226.49	184.40	110.52
609	describe	v	159521	160.64	0.02	0.00	81551	0.94	17718	25573	4270	15796	7866	20583	18065	49650	142.60	198.84	33.34	125.23	66.48	163.24	148.39	414.47
610	guess	v	159454	160.57	0.09	0.01	74761	0.96	21706	15355	57719	28378	23413	5878	5453	1552	174.69	119.39	450.67	224.98	197.88	46.62	44.79	12.96
611	choice	n	159277	160.40	0.05	0.01	82417	0.98	28879	23742	17114	16776	10416	21726	17835	22789	232.42	184.60	133.63	133.00	88.03	172.30	146.50	190.24
612	source	n	158588	159.70	0.11	0.02	74656	0.95	23426	28366	5171	11870	4764	26220	18954	39817	188.53	220.55	40.37	94.11	40.26	207.94	155.69	332.39
613	mom	n	158511	159.62	0.42	0.02	44697	0.95	12884	10313	66877	19934	25394	13766	8432	911	103.69	80.19	522.17	158.04	214.62	109.18	69.26	7.60
614	soon	r	158194	159.31	0.14	0.01	95115	0.98	18711	19451	26696	14647	29098	22532	17933	9126	150.59	151.24	208.44	116.12	245.92	178.70	147.30	76.18
615	director	n	158028	159.14	0.19	0.01	79105	0.94	14248	18521	5554	19383	5197	28196	51981	14948	114.67	144.01	43.37	153.67	43.92	223.62	426.98	124.78
616	international	j	157724	158.83	0.39	0.01	62580	0.94	14120	21869	2457	17646	2469	20976	30084	48103	113.64	170.04	19.18	139.90	20.87	166.36	247.11	401.56
617	rule	n	157468	158.57	0.09	0.01	68457	0.96	21868	28231	13533	15549	7257	19125	21895	30010	175.99	219.50	105.67	123.27	61.33	151.68	179.85	250.52
618	campaign	n	157373	158.48	0.04	0.01	53146	0.92	24523	22492	3504	43965	1728	20012	31652	9497	197.36	174.88	27.36	348.55	14.60	158.71	259.99	79.28
619	ground	n	156706	157.81	0.04	0.01	80480	0.97	16104	18107	11762	20271	29102	27167	19261	14932	129.61	140.79	91.84	160.71	245.96	215.46	158.21	124.65
620	election	n	156532	157.63	0.08	0.00	45408	0.93	36216	31470	2326	35711	1177	12627	24718	12287	291.47	244.69	18.16	283.12	9.95	100.14	203.04	102.57
621	face	v	156455	157.55	0.05	0.01	95509	0.98	19135	19547	9887	21625	18943	22287	27146	17885	154.00	151.98	77.20	171.44	160.10	176.75	222.98	149.30
622	uh	u	156333	157.43	0.50	0.04	20977	0.84	1571	1696	144959	1539	4828	623	915	202	12.64	13.19	1131.83	12.20	40.80	4.94	7.52	1.69
623	check	v	155591	156.68	0.17	0.01	81879	0.98	22755	21568	40057	14403	21336	18196	11806	5470	183.13	167.70	312.76	114.19	180.32	144.31	96.98	45.66
624	page	n	154863	155.95	0.13	0.02	70358	0.95	26770	36713	6218	10425	12929	32166	15679	13963	215.45	285.45	48.55	82.65	109.27	255.10	128.79	116.56
625	fight	v	154643	155.73	0.04	0.01	75561	0.99	21562	19694	26940	25113	17004	17662	19127	7542	173.53	153.13	210.35	199.10	143.71	140.07	157.11	62.96
